Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenPluginExtensionsNotLoadedByDefault) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins; io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenPluginExtensionsNotLoadedByDefault) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenPluginExtensionsCanBeLoaded) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.PropertyContainer.property; io.spring.initializr.generator.buildsystem.maven.MavenProfile.properties; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileActivationCanBeAmended) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileActivationCanBeAmended) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileActivationCanBeAmended) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeRemoved) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeRemoved) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.ids
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeRemoved) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.remove
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeRemoved) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.ids
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenProfileCanBeRemoved) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenPluginManagementInProfileCanBeConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id; io.spring.initializr.generator.buildsystem.maven.MavenProfile.pluginManagementPlugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildTests,Law of Demeter violation,The tool detected the smell in this method (mavenPluginManagementInProfileCanBeConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles
.,io.spring.initializr.generator.buildsystem.maven,MavenDeveloperTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.maven.MavenDeveloper
.,io.spring.initializr.generator.buildsystem.maven,MavenPluginContainerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer
.,io.spring.initializr.generator.buildsystem.maven,MavenLicenseTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.maven.MavenLicense
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.maven.MavenBuild; io.spring.initializr.generator.buildsystem.maven.MavenBuildWriter
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.PropertyContainer.property; io.spring.initializr.generator.buildsystem.Build.properties
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithPropertiesAndEmptyValue) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.PropertyContainer.property; io.spring.initializr.generator.buildsystem.Build.properties
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithVersionProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.PropertyContainer.version; io.spring.initializr.generator.buildsystem.Build.properties
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithAnnotationProcessorDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithCompileOnlyDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithCompileDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithRuntimeDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProvidedRuntimeDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithTestCompileDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithTestRuntimeDependency) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.DependencyContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithPlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins; io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithExtension) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenExtensionContainer.add; io.spring.initializr.generator.buildsystem.maven.MavenBuild.extensions
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithEmptyProfile) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileActivationActiveByDefaultAndJdk) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileActivationOs) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileActivationProperty) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileActivationFileExists) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileActivationFileMissing) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.activation; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (powWithProfileSettings) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id; io.spring.initializr.generator.buildsystem.maven.MavenProfile.settings
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProfileResources) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.resources; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProfileTestResources) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfile.testResources; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProfilePluginManagement) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id; io.spring.initializr.generator.buildsystem.maven.MavenProfile.pluginManagementPlugins
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProfilePlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.plugins; io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id; io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.add
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Law of Demeter violation,The tool detected the smell in this method (pomWithProfileDistributionManagement) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.profiles; io.spring.initializr.generator.buildsystem.maven.MavenProfile.distributionManagement; io.spring.initializr.generator.buildsystem.maven.MavenProfileContainer.id
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoActivation) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActiveByDefault) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getActiveByDefault; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActiveByDefaultCanBeAmended) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getActiveByDefault; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationJdk) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getJdk
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationCanBeAmended) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getJdk
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationOs) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getOs; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationOsCanBeDisabled) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getOs; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationProperty) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getProperty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationPropertyCanBeDisabled) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getProperty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationFileExisting) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getFile
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationFileMissing) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getFile
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivationTests,Law of Demeter violation,The tool detected the smell in this method (profileActivationFileCanBeDisabled) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivationTests.createProfileActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getFile
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.getActivation
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.properties; io.spring.initializr.generator.buildsystem.PropertyContainer.isEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.BuildItemContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.dependencies
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.resources; io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.testResources
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.plugins
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.BuildItemContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.boms
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.BuildItemContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.repositories
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.BuildItemContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenProfile.pluginRepositories
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithNoCustomization) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.getDistributionManagement; io.spring.initializr.generator.buildsystem.maven.MavenDistributionManagement.isEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithActivation) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.getActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getProperty
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileTests,Law of Demeter violation,The tool detected the smell in this method (profileWithActivation) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenProfile.getActivation; io.spring.initializr.generator.buildsystem.maven.MavenProfileActivation.getJdk
.,io.spring.initializr.generator.buildsystem.maven,MavenDependency.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenLicense.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Os,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Property,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.File,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenBuild,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSettings.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDeveloper.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.SettingsBuilder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.Settings,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ExecutionBuilder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ConfigurationBuilder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Configuration,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Setting,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Execution,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Dependency,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.DeploymentRepository,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Site,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Relocation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 26
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeParent) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.getSettings; io.spring.initializr.generator.buildsystem.maven.MavenBuildSettings.getParent
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (determineVersion) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.version.VersionReference.getProperty; io.spring.initializr.generator.version.VersionProperty.toStandardFormat
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty; io.spring.initializr.generator.buildsystem.maven.MavenBuild.resources
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Law of Demeter violation,The tool detected the smell in this method (writeBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuild.testResources; io.spring.initializr.generator.buildsystem.maven.MavenResourceContainer.isEmpty
