Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,io.spring.initializr.generator.buildsystem.gradle,GradleConfiguration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; extendsFrom
.,io.spring.initializr.generator.buildsystem.gradle,GradleConfiguration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSystem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID; DIALECT_GROOVY; DIALECT_KOTLIN; dialect
.,io.spring.initializr.generator.buildsystem.gradle,StandardGradlePlugin,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GradlePlugin
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSettings,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BuildSettings
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSettings.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: sourceCompatibility; pluginMappings
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSettings.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSettings.PluginMapping,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; dependency
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSettings.PluginMapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildscript.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: dependencies; ext
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildscript.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,Attribute.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem.gradle,Attribute.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildSystemFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,SourceStructureTests,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: JAVA_LANGUAGE
.,io.spring.initializr.generator.language,Parameter.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; type; annotations
.,io.spring.initializr.generator.language,Parameter.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,CodeBlock,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: JAVA_FORMATTING_OPTIONS; parts; args; imports; parts; args; imports; delimiter; builder; first
.,io.spring.initializr.generator.language,CodeBlock.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: parts; args; imports
.,io.spring.initializr.generator.language,CodeBlock.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,CodeBlock.FormattingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,CodeBlock.JavaFormattingOptions,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language,CodeBlock.JavaFormattingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,CodeBlock.CodeBlockJoiner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: delimiter; builder; first
.,io.spring.initializr.generator.language,CodeBlock.CodeBlockJoiner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,Language,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: LanguageFactory; Language
.,io.spring.initializr.generator.language,Annotation,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClassName; Annotation; CodeBlock in method determineAttributeType
.,io.spring.initializr.generator.language,Annotation.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: className; imports; attributes
.,io.spring.initializr.generator.language,Annotation.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,Annotation.Attribute,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; type; values
.,io.spring.initializr.generator.language,Annotation.Attribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,Annotation.AttributeType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language,Annotation.AttributeType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language,Annotation.AnnotationWriter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: writer; formattingOptions
.,io.spring.initializr.generator.language,Annotation.AnnotationWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.java,JavaSourceCode,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SourceCode
.,io.spring.initializr.generator.language.java,JavaFieldDeclaration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; returnType; modifiers; value; initialized
.,io.spring.initializr.generator.language.java,JavaFieldDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.java,JavaFieldDeclaration.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; returnType; modifiers; value; initialized
.,io.spring.initializr.generator.language.java,JavaLanguage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID
.,io.spring.initializr.generator.language.java,JavaLanguage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractLanguage
.,io.spring.initializr.generator.language.java,JavaLanguageFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.java,JavaTypeDeclaration,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TypeDeclaration
.,io.spring.initializr.generator.language.java,JavaMethodDeclaration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; parameters; returnType; modifiers
.,io.spring.initializr.generator.language.java,JavaMethodDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinSourceCodeWriterTests,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 35 methods
.,io.spring.initializr.generator.language.kotlin,KotlinCompilationUnit,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CompilationUnit
.,io.spring.initializr.generator.language.kotlin,KotlinFunctionDeclaration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; parameters; modifiers; returnType
.,io.spring.initializr.generator.language.kotlin,KotlinFunctionDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinModifier,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language.kotlin,KotlinSourceCodeWriter.KotlinFormattingOptions,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language.kotlin,KotlinSourceCodeWriter.KotlinFormattingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinTypeDeclaration,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TypeDeclaration
.,io.spring.initializr.generator.language.kotlin,KotlinLanguageFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: isVal; name; returnType; modifiers; valueCode; getter; setter
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.ValBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.ValBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.VarBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.VarBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.AccessorBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: annotations; code; parent; accessorFunction
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.AccessorBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.Accessor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: annotations; code
.,io.spring.initializr.generator.language.kotlin,KotlinPropertyDeclaration.Accessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.kotlin,KotlinLanguage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEYWORDS; ID
.,io.spring.initializr.generator.language.kotlin,KotlinLanguage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractLanguage
.,io.spring.initializr.generator.language.kotlin,KotlinSourceCode,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SourceCode
.,io.spring.initializr.generator.language.groovy,GroovyLanguageFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.groovy,GroovyTypeDeclaration,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TypeDeclaration
.,io.spring.initializr.generator.language.groovy,GroovyMethodDeclaration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; parameters; returnType; modifiers
.,io.spring.initializr.generator.language.groovy,GroovyMethodDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.groovy,GroovyLanguage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEYWORDS; ID
.,io.spring.initializr.generator.language.groovy,GroovyLanguage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractLanguage
.,io.spring.initializr.generator.language.groovy,GroovySourceCode,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SourceCode
.,io.spring.initializr.generator.language.groovy,GroovySourceCodeWriter.GroovyFormattingOptions,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.language.groovy,GroovySourceCodeWriter.GroovyFormattingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.groovy,GroovyFieldDeclaration.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; returnType; modifiers; value; initialized
.,io.spring.initializr.generator.language.groovy,GroovyFieldDeclaration.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.language.groovy,GroovyFieldDeclaration.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; returnType; modifiers; value; initialized
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.A,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.A,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.B,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.B,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.C,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.project,ProjectGenerationConfigurationTypeFilterTests.C,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project,DefaultProjectDescriptionDiffFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project,MutableProjectDescription,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
.,io.spring.initializr.generator.project,ProjectGenerationContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfigurationExcludingTypeFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfigurationExcludingTypeFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ProjectGenerationConfigurationTypeFilter
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfiguration2ExcludingTypeFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfiguration2ExcludingTypeFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ProjectGenerationConfigurationTypeFilter
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfiguration2,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.project.contributor,TestProjectGenerationConfiguration2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project.contributor,SingleResourceProjectContributor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.project.contributor,ProjectContributor,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: WebFoldersContributor; HelpDocumentProjectContributor; TestSourceCodeProjectContributor; MainSourceCodeProjectContributor; ComposeProjectContributor; ApplicationPropertiesContributor; MavenBuildProjectContributor; SettingsGradleProjectContributor; GradleBuildProjectContributor; GitAttributesContributor; GitIgnoreContributor; CustomProjectContributor; SingleResourceProjectContributor; MultipleResourcesProjectContributor; SampleContributor
.,io.spring.initializr.generator.project.contributor,MultipleResourcesProjectContributor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.container.docker.compose,ComposeService.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.container.docker.compose,ComposeService.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; image; imageTag; imageWebsite; environment; ports; command; labels
.,io.spring.initializr.generator.condition,ConditionalOnBuildSystemTests.BuildSystemTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnBuildSystemTests.BuildSystemTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,ConditionalOnLanguageTests.LanguageTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnLanguageTests.LanguageTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,ConditionalOnRequestedDependencyTests.RequestedDependencyTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnRequestedDependencyTests.RequestedDependencyTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,ConditionalOnPlatformVersionTests.PlatformVersionTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnPlatformVersionTests.PlatformVersionTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,ConditionalOnPlatformVersionTests.OneOrTwoPlatformVersionTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnPlatformVersionTests.OneOrTwoPlatformVersionTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,ConditionalOnPackagingTests.PackagingTestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.condition,ConditionalOnPackagingTests.PackagingTestConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,OnRequestedDependencyCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,OnPackagingCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,OnPlatformVersionCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,OnLanguageCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.condition,OnBuildSystemCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.version,VersionRangeTests.VersionRangeCondition,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: range; parser
.,io.spring.initializr.generator.version,VersionRangeTests.VersionRangeCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.version,VersionRange,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: VersionParser; Version; VersionRange
.,io.spring.initializr.generator.version,Version.Qualifier,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; version; separator
.,io.spring.initializr.generator.version,Version.Qualifier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.version,Version.Format,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.version,Version.Format,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.version,Version.VersionQualifierComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.version,Version.VersionQualifierComparator,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: RELEASE; BUILD_SNAPSHOT; SNAPSHOT; MILESTONE; RC; KNOWN_QUALIFIERS
.,io.spring.initializr.generator.version,VersionParser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT; VERSION_REGEX; RANGE_REGEX; latestVersions
.,com.example,Example,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,com.example,Example,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,com.example,Example.Inner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,com.example,Example.Inner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,com.example,Example.Nested,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,com.example,Example.Nested,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.packaging.jar,JarPackaging,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID
